"Residuals","Fitted_Values","Weights"
-1.18865153518681,3.02865153518681,0.0223158163496172
-0.349235853938333,3.89923585393833,0.0206365658216498
-0.350260719180872,4.35026071918087,0.015648642305162
-0.0443303263675325,5.04433032636753,0.0144354341568196
0.213920981850271,5.23607901814973,0.0188140353327797
0.154120347841611,5.74587965215839,0.0139047494342477
0.282549885618699,6.7174501143813,0.0140292602908009
0.859970083169802,7.4000299168302,0.00895836983384368
0.894018854516505,10.1059811454835,0.00586158420132752
1.40494146529677,12.0950585347032,0.00415391514739339
2.35812581346893,14.4418741865311,0.00313376778984236
2.3005242253984,15.2994757746016,0.00277974959850015
4.23100930026487,19.6289906997351,0.00165926099208052
6.83116960142359,34.3688303985764,0.000583407172448188
6.74607867981178,38.2539213201882,0.000492560013162498
7.75757569202762,39.2424243079724,0.000450370785927023
10.0091704295929,39.3908295704071,0.000424023258875626
6.78720409641618,45.0127959035838,0.000369245562444261
9.56211400793488,44.7378859920651,0.000351198706909487
10.4275119520921,46.4724880479079,0.000324349513871049
9.98155539687289,49.6184446031271,0.000296316192714099
9.30750624105065,53.0924937589493,0.000268830152730363
11.4293868673303,53.9706131326697,0.00024847136807882
12.2116822773822,56.3383177226178,0.000227105918032446
-1.00933240516794,11.1893324051679,0.012917763263954
-1.7438205775861,12.9738205775861,0.010381824774872
-1.98703082617596,14.487030826176,0.00795290221755353
-0.7381288337881,15.6381288337881,0.00594157882749059
-2.8148766389041,21.0148766389041,0.0031485125685912
-3.40694136161669,25.9069413616167,0.00198575433886225
-5.15011417061142,34.6501141706114,0.00113339873849613
-6.59771385121221,44.7977138512122,0.000668257539582622
-8.31030027918652,51.2603002791865,0.000523289132023985
-9.47993430604725,57.1699343060473,0.000423148258456602
-10.2762891049748,59.3162891049748,0.000398437898982019
-9.87248483260165,68.8524848326016,0.000276651836941072
3.6496959616191,40.091407344166,0.000664209044004016
3.6496959616191,40.091407344166,0.000664209044004016
3.6496959616191,40.091407344166,0.000664209044004016
3.6496959616191,40.091407344166,0.000664209044004016
3.6496959616191,40.091407344166,0.000664209044004016
3.6496959616191,40.091407344166,0.000664209044004016
3.6496959616191,40.091407344166,0.000664209044004016
3.6496959616191,40.091407344166,0.000664209044004016
3.6496959616191,40.091407344166,0.000664209044004016
3.6496959616191,40.091407344166,0.000664209044004016
3.6496959616191,40.091407344166,0.000664209044004016
3.6496959616191,40.091407344166,0.000664209044004016
-0.902359397832452,70.9423593978325,0.000203601909912383
-1.03152650688013,79.5615265068801,0.000162174900235525
-1.15231556037301,82.152315560373,0.000152298513621112
-1.16713407385573,82.1671340738557,0.000152265100739887
-1.12200212417552,83.8220021241755,0.000146256478529669
-1.12383732739823,85.5238373273982,0.000140502726013427
-1.20780225788952,87.3078022578895,0.000134927361081692
-1.39362499430852,89.2936249943085,0.0001292071922792
-1.54378283387094,91.2437828338709,0.000123902213711504
-1.65244462224228,93.2224446222423,0.000118803139039478
-1.37982830622789,45.120931612013,0.000505969381854773
-9.63259148132123,100.352591481321,0.000117290780088156
0.012609494451444,1.88739050554856,0.0817403547414309
0.650937834928851,1.64906216507115,0.099199467540963
0.771213163592515,2.02878683640748,0.103146059155926
0.868303270702615,3.83169672929739,0.0689911069590236
1.0845265654171,6.6154734345829,0.0319576358005313
1.71748011662053,11.2825198833795,0.0135580216252373
3.31400293118857,18.0459970688114,0.00670896615474684
2.68532482919178,19.3146751708082,0.00528152442294261
3.8446748193273,19.3553251806727,0.0046954199117598
4.28967693671229,21.7103230632877,0.00378044305536015
6.06586998628833,22.9341300137117,0.00270678945332111
7.78015893649671,24.3498410635033,0.00239264270468724
-6.9684085160724,44.9684085160724,0.000641388300865616
-8.78511675645361,50.7851167564536,0.000538161367092724
-9.80992501892783,56.8099250189278,0.000419394073920222
-10.0428129612086,62.0428129612086,0.000362633989880191
-10.4181202938759,68.4181202938759,0.000278949730772643
-10.6326995662269,74.0326995662269,0.000235341918150197
-8.8614389757491,76.6414389757491,0.000207282776718792
-12.7221570331986,82.7221570331986,0.000188067542155158
-14.8233999836441,87.8233999836441,0.000171880866249324
-13.7091681358102,89.9091681358102,0.000158681071119427
-10.834696757605,90.434696757605,0.00015164705327309
-14.2813819299188,97.4813819299188,0.000133670357952244
-0.568051044247442,28.6780510442474,0.00126009853485118
-1.8991088598888,35.8991088598888,0.000853815516009643
-1.8614494717057,46.8614494717057,0.00048676068615474
-2.45744903156046,53.4574490315605,0.000377853373543025
-2.3562600637877,58.1562600637877,0.000316102430980857
-3.32329098258469,63.2232909825847,0.000272542731996095
-3.3196914239371,68.0196914239371,0.000234556935524112
-1.87906903640434,69.9190690364044,0.000211373850642966
0.102509153184688,70.8674908468153,0.000197766039995944
0.702885587433179,73.5871144125668,0.000181803801355507
0.520005758473695,77.1799942415263,0.000166667597696148
-2.22063822463603,82.170638224636,0.000156205349551128
0.812921220196729,5.39707877980327,0.0148849069945431
2.00701508874148,13.2929849112585,0.00356810204940922
3.39164842590818,21.6083515740918,0.00148532037926905
5.36867503162536,26.6313249683746,0.000948214866750963
6.77317539328834,30.7268246067117,0.000711097698992527
7.54505310824438,34.3549468917556,0.000574023562738419
10.0101499885972,44.6098500114028,0.000348232153625108
10.0764639487353,49.0235360512647,0.000298227759191664
11.2091975912923,53.1408024087077,0.000254412556064631
11.9379109719468,52.8020890280532,0.000252734369283366
11.2580643951337,56.9919356048663,0.000225694115200494
11.9503713689822,54.5896286310178,0.000238366021898705
-3.86037763550093,55.8603776355009,0.000356332800245527
-5.04717873116492,63.0471787311649,0.000285851250436756
-3.66465068880531,65.6646506888053,0.000276331468702014
-4.77191998788991,73.7719199878899,0.0002057050297574
-8.41916507561046,82.4191650756105,0.00017490705034763
-8.28012897845605,87.180128978456,0.000154217295195972
-8.7220685880443,92.5020685880443,0.000136894126505623
-7.1870095782351,95.8470095782351,0.000123222527815149
-9.12657856913743,102.666578569137,0.000111078190475178
-8.96964919548871,106.139649195489,0.000103121041580233
-4.28166936815211,48.0227726739372,0.000508287635950417
-4.54560725224407,48.2867105580292,0.000497006035384092
5.19348558812068,66.4765144118793,0.00020219068753422
2.64410728759301,71.605892712407,0.00018288761538309
5.38810172891277,70.6118982710872,0.000180161308084695
3.70949147979548,75.7805085202045,0.000160383382698712
3.91713157067557,75.0828684293244,0.000162448065536206
3.70926085743534,79.7407391425647,0.000145662798549629
4.89721639296902,79.102783607031,0.00014691311047962
3.4008000831582,81.1591999168418,0.000141735037780477
5.88575255888743,80.6542474411126,0.00013885071179105
4.21449808464954,82.3355019153505,0.000135788556076806
5.70870017874132,84.2912998212587,0.000128316396197587
3.48063169935307,90.1293683006469,0.000115913279802234
-0.683310430220627,73.5533104302206,0.000190205634763021
-1.0256284683991,74.4756284683991,0.000186521510949806
