"Residuals","Fitted_Values"
-13.2742906950904,15.1142906950904
-15.1356423890776,18.6856423890776
-12.6377818288163,16.6377818288163
-15.9317759952389,20.9317759952389
-17.5387421709456,22.9887421709456
-16.1162258135849,22.0162258135849
-16.990452228175,23.990452228175
-14.2178946911733,22.4778946911733
-12.3889463153376,23.3889463153376
-11.1575251692921,24.6575251692921
-6.2528022593511,23.0528022593511
-5.12791362519493,22.7279136251949
-21.6302868991073,45.4902868991073
10.7759953302415,30.4240046697585
11.3143073724492,33.6856926275508
9.04913882108694,37.9508611789131
-11.2136887476789,60.6136887476789
6.0396242597709,45.7603757402291
-2.47400907128652,56.7740090712865
-7.79279085159399,64.692790851594
-5.18745775410102,64.787457754101
-2.8413674736139,65.2413674736139
6.99031629367412,58.4096837063259
11.1760468564213,57.3739531435787
-29.0990695184117,39.2790695184117
-33.9081828335889,45.1381828335889
-31.8593589063746,44.3593589063746
-55.0624147140974,69.9624147140974
-27.4582313219898,45.6582313219898
-23.7999822949777,46.2999822949777
-19.8642233319544,49.3642233319544
-10.3040995209097,48.5040995209097
-8.48305789789054,51.4330578978905
-2.20458492099768,49.8945849209977
-1.46749156605065,50.5074915660507
11.6435574553136,47.3364425446864
3.19755632153122,40.5435469842539
3.19755632153122,40.5435469842539
3.19755632153122,40.5435469842539
3.19755632153122,40.5435469842539
3.19755632153122,40.5435469842539
3.19755632153122,40.5435469842539
3.19755632153122,40.5435469842539
3.19755632153122,40.5435469842539
3.19755632153122,40.5435469842539
3.19755632153122,40.5435469842539
3.19755632153122,40.5435469842539
3.19755632153122,40.5435469842539
34.1828706486029,35.8571293513971
41.6668991881685,36.8631008118315
42.7258385490357,38.2741614509643
42.5266697028423,38.4733302971577
44.9794604265902,37.7205395734098
46.8009871801997,37.5990128198003
47.518645921856,38.5813540781439
46.9758801717168,40.9241198282832
46.9124699497041,42.7875300502959
47.4828088347133,44.0871911652867
-0.795061699225664,44.5361650050108
42.2148019235609,48.5051980764391
-11.3505457911468,13.2505457911468
-24.5598570647991,26.8598570647991
-26.1459984887491,28.9459984887491
-28.4234372338381,33.1234372338381
-24.9795413047586,32.6795413047586
-19.0447165040482,32.0447165040482
-11.1848032443081,32.5448032443081
-9.1187898763204,31.1187898763204
-4.97158075262024,28.1715807526202
-1.85748092729331,27.8574809272933
19.1167952140005,9.88320478599953
6.62513104923433,25.5048689507657
-28.1134055587575,66.1134055587575
-23.8184127646195,65.8184127646195
-30.574880742909,77.574880742909
-28.2322230715736,80.2322230715736
-2.25957526078298,60.259575260783
8.6837355390727,54.7162644609273
12.3192921520121,55.4607078479879
-6.90797182505444,76.9079718250544
