"Residuals","Fitted_Values"
-7.33288221604544,9.17288221604544
-10.5985999818462,14.1485999818462
-5.88182892845064,9.88182892845064
-7.88929276418928,12.8892927641893
-20.3011582432018,25.7511582432018
-17.843558787247,23.743558787247
-27.6517542753853,34.6517542753853
-16.6423102592658,24.9023102592658
-25.5307482901775,36.5307482901775
-23.599260742352,37.099260742352
-17.9240310279427,34.7240310279427
-18.6518723565616,36.2518723565616
-28.7668714916695,52.6268714916695
-0.0940632435012496,41.2940632435013
1.59173186483023,43.4082681351698
1.37483551029273,45.6251644897073
-13.5153747651039,62.9153747651039
1.16463898052407,50.6353610194759
-3.34090275459764,57.6409027545976
-6.86929280593649,63.7692928059365
-3.91627298873235,63.5162729887324
-1.74977269925933,64.1497726992593
4.16646947568452,61.2335305243155
8.03605816988894,60.5139418301111
-41.4665878709545,51.6465878709545
-44.0287217481214,55.2587217481214
-42.2270018488149,54.7270018488149
-58.9746965947844,73.8746965947844
-36.33166504448,54.53166504448
-32.3494912506655,54.8494912506655
-27.3980324691537,56.8980324691536
-18.215389524815,56.415389524815
-15.3970456132397,58.3470456132397
-9.90686841890071,57.5968684189007
-9.08830449017626,58.1283044901763
3.28422875900552,55.6957712409945
1.34348076530725,42.3976225404779
1.34348076530725,42.3976225404779
1.34348076530725,42.3976225404779
1.34348076530725,42.3976225404779
1.34348076530725,42.3976225404779
1.34348076530725,42.3976225404779
1.34348076530725,42.3976225404779
1.34348076530725,42.3976225404779
1.34348076530725,42.3976225404779
1.34348076530725,42.3976225404779
1.34348076530725,42.3976225404779
1.34348076530725,42.3976225404779
22.7998865730096,47.2401134269904
30.7056214248284,47.8243785751717
32.3560817203325,48.6439182796675
32.2404050634778,48.7595949365222
34.3776236139624,48.3223763860376
36.1482059808568,48.2517940191432
37.2776651817939,48.8223348182061
37.7169939977744,50.1830060022256
38.4347310387272,51.2652689612728
39.5498918372178,52.0201081627821
-8.53976749024573,52.2808707960308
35.013704570666,55.706295429334
-6.36826592017633,8.26826592017633
-14.7456714527853,17.0456714527853
-16.3012665424568,19.1012665424568
-17.1294726293228,21.8294726293228
-14.6541952917773,22.3541952917773
-9.13945011456345,22.1394501145634
1.6117103587651,19.7482896412349
-0.941076224712624,22.9410762247126
2.71551422256576,20.4844857774342
5.29789435759582,20.7021056424042
16.358480313954,12.641519686046
13.0748913414607,19.0551086585393
-28.471955221433,66.471955221433
-24.2492274769662,66.2492274769662
-25.9020498207346,72.9020498207346
-20.8317796732435,72.8317796732435
-5.31134865590311,63.3113486559031
3.36655032394505,60.033449676055
7.82872951883951,59.9512704811605
-2.80074000263357,72.8007400026336
-1.02387479925754,74.0238747992575
2.21398646849099,73.986013531509
26.2111875668451,53.3888124331549
9.78342018942666,73.4165798105734
-26.7769607860027,54.8869607860027
-24.5309493463467,58.5309493463467
-18.3467657214951,63.3467657214951
-14.4934607561115,65.4934607561115
-12.2018749223113,68.0018749223113
-9.18765289067152,69.0876528906715
-2.03115165276515,66.7311516527651
9.60099090462485,58.4390090953752
6.16681680699121,64.8031831930088
9.53097499228802,64.759025007712
15.9025405507773,61.7974594492227
19.4729848022243,60.4770151977757
-39.8059722369928,46.0159722369928
-36.1691164785376,51.4691164785376
-39.2275357766315,64.2275357766315
-26.2163511155343,58.2163511155343
-23.0635273763269,60.5635273763269
-15.0933057629653,56.9933057629653
-3.80348663336067,58.4234866333607
-0.581233005093137,59.6812330050931
4.93071145430136,59.4192885456986
4.64928577451255,60.0907142254874
9.14298485007652,59.1070151499235
3.67242150006054,62.8675784999395
-4.07934730162901,56.079347301629
0.424312809938902,57.5756871900611
6.37626381840113,55.6237361815989
17.5506909015045,51.4493090984955
14.9361665737399,59.0638334262601
19.5611599151021,59.3388400848979
24.4529236429178,59.3270763570822
29.8923621447908,58.7676378552092
41.2470599428221,52.2929400571779
45.0233175713374,52.1466824286626
-8.50308420855439,52.2441875143395
-14.7780773814041,58.5191806871892
10.2086526754779,61.4613473245221
25.032038355639,49.217961644361
13.8920254126346,62.1079745873654
29.8233867926515,49.6666132073485
29.293330278199,49.706669721801
33.4110246480346,50.0389753519654
21.704751522828,62.295248477172
34.3410663808018,50.2189336191982
23.5783335288259,62.9616664711741
36.5170167503801,50.0329832496199
26.8411476168093,63.1588523831907
42.8586734425159,50.7513265574841
1.7270865692409,71.1429134307591
2.05856311900744,71.3914368809926
0.609458148877392,74.5605418511226
1.78493212813569,76.9550678718643
1.93380194802716,78.0961980519728
1.47227120711413,79.1477287928859
2.15112148372824,78.8488785162718
6.14710986585857,77.7928901341414
13.0777535753376,71.2422464246624
15.0688649365417,72.8711350634583
15.8268657625176,71.6531342374824
16.2399517121658,71.5100482878342
-35.3153067256478,52.3953067256478
-25.9034676820419,53.3034676820419
-8.24884301067905,54.248843010679
-5.13251311642285,55.1325131164228
-0.559025595547416,54.7590255955474
18.4437105193957,54.5562894806043
18.0764799350023,56.9235200649977
20.7928783795226,56.2071216204774
