Country Name,Attribute,Access to electricity (% of population),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)","Communications, computer, etc. (% of service imports, BoP)","Computer, communications and other services (% of commercial service exports)","Computer, communications and other services (% of commercial service imports)","Current education expenditure, primary (% of total expenditure in primary public institutions)","Current education expenditure, secondary (% of total expenditure in secondary public institutions)","Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","Current education expenditure, total (% of total expenditure in public institutions)",Electric power consumption (kWh per capita),"Employers, total (% of total employment) (modeled ILO estimate)",Fixed broadband subscriptions,"Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net (BoP, current US$)",GDP (current US$),Gini index,GNI (current US$),GNI (constant 2015 US$),Gross national expenditure (% of GDP),Individuals using the Internet (% of population),"Labor force participation rate for ages 15-24, total (%) (national estimate)",Labor force with advanced education (% of total working-age population with advanced education),Labor force with basic education (% of total working-age population with basic education),"Labor force, female (% of total labor force)","Literacy rate, adult total (% of people ages 15 and above)","Primary completion rate, total (% of relevant age group)","School enrollment, primary and secondary (gross), gender parity index (GPI)","School enrollment, tertiary (% gross)",Secure Internet servers,Secure Internet servers (per 1 million people),Urban population (% of total population),Urban population growth (annual %),Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),Poverty gap at $2.15 a day (2017 PPP) (%),Fixed broadband subscriptions (per 100 people),"Individuals using the Internet, female (% of female population)","Individuals using the Internet, male (% of male population)",Mobile cellular subscriptions,Mobile cellular subscriptions (per 100 people),Column1,Data from database: World Development Indicators,Last Updated: 11/13/2024
Country Name,2009 [YR2009],97.9,92.9,99.7,18.05,27.65,12.59,88,88.98,,,1315.91,4.87,316000,3.51,-2165400000,48261078914,48.9,46539860373,49811603462,108.55,27.72,37.42,79.04,51.15,34.63,,94,0.96,,,,72.54,3.03,4.7,1.2,3.26,,,8630000,89.45,,,
Country Name,2010 [YR2010],98.1,93.6,99.8,16.11,8.63,11.65,88.69,86.93,,,1383.32,4.07,391000,3.38,-2023700000,53860187258,47.3,51932987259,53976511284,110.65,31.4,38.58,81.81,52.68,36.31,90,92.85,0.97,48.6,115,11.76,73.75,2.97,3.9,0.9,3.98,,,8890000,90.97,,,
Country Name,2011 [YR2011],97.9,92.5,99.7,19.78,9.61,15.83,88.63,87.33,,,1415.02,3.81,424000,3.79,-2276700000,58029773599,47.7,55775273599,55527509894,110.62,38,40.54,81.56,54.02,37.14,90,93,0.99,47.65,135,13.63,74.83,2.75,4.1,1,4.26,,,8770000,88.56,,,
Country Name,2012 [YR2012],97.9,92.3,99.7,18.81,9.69,14.9,,,,,1484.42,3.54,484000,5.63,-3142400000,60681535653,46.1,58281935652,56988876088,109.22,42.32,41.18,83.49,54.52,37.68,90,93.46,0.99,48.63,239,23.83,75.8,2.57,3.8,1,4.8,,,8930000,89.07,,,
Country Name,2013 [YR2013],98.4,93.4,99.9,18.14,7.65,13.78,64.75,60.89,,,1535.09,4.08,527000,2.55,-1990500000,62682159338,47.7,59709859337,59297831220,106.35,45.9,41.05,82.28,54.16,37.72,91,94.17,0.99,46.36,270,26.58,76.75,2.49,3,0.8,5.17,,,9200000,90.58,,,
Country Name,2014 [YR2014],98.5,93.6,99.9,20.86,7.26,16.8,73.74,70.02,,,1597.14,3.65,600000,3.55,-2208500000,67179955677,44.3,63932555677,63416334575,105.19,49.58,40.87,79.4,55.05,37.82,92,95.29,0.99,49.32,348,33.85,77.67,2.42,3.4,0.8,5.82,,,8300000,80.76,,,
Country Name,2015 [YR2015],98.6,93.9,99.8,20.35,7.28,16.48,77.88,75.42,,,,3.22,686000,3.13,-2204900000,71164826837,45.2,68228426836,68228426836,104.65,54.22,44.05,84.24,58.18,38.58,92,99.69,0.99,51.75,477,45.84,78.57,2.34,2.5,0.6,6.58,,,8800000,84.54,,,
Country Name,2016 [YR2016],98.9,95,99.9,23.41,7.53,20.07,86.78,85.11,,,,3.39,761000,3.32,-2406700000,75704647878,45.7,72451547877,72603088324,103.77,63.87,44.72,84.47,60.63,38.87,94,99.43,0.99,54.5,970,92.14,79.44,2.26,2,0.6,7.21,,,8710000,82.72,,,
Country Name,2017 [YR2017],100,100,99.7,22.84,7.41,19.05,88.56,85.8,,,,3.33,821000,4.5,-3570700000,79998046306,42.2,76204246305,75668612693,102.86,67.57,43.6,84.3,60.07,39.11,,96.1,0.99,59.92,1032,96.93,80.28,2.18,1,0.3,7.69,67.84,67.29,8770000,82.36,,,
Country Name,2018 [YR2018],98.9,95.9,99.6,32.46,8.71,29.74,92.33,90.28,,,,3.27,861000,3.21,-2535300000,85555390139,43.7,81863690138,81347016271,104.95,74.82,44.67,83.52,61.85,39.27,,93.78,1,63.15,1293,120.11,81.07,2.09,0.8,0.2,7.98,75.04,74.6,8940000,83.02,,,
Country Name,2019 [YR2019],99,96.3,99.6,34.58,8.13,31.83,92.52,87.73,,,,3.19,930000,3.18,-3021000000,88941372558,41.9,84872472559,85197730068,104.87,79.72,45.47,84.1,63.04,40.16,,93.97,1.01,64.38,1215,111.65,81.83,2,0.8,0.2,8.54,,,8950000,82.23,,,
Country Name,2008 [YR2008],97.2,93.3,99.6,20.7,18.33,18.84,,,,,1080.31,5.3,156000,1.73,-1057404020,61139438000,49.8,59727709000,70150593201,94.04,18.8,50.78,83.56,63.25,39.39,92,,,38.19,,,62.3,2.02,7.5,2.9,1.07,24.72,26.8,11700000,80.6,,,
Country Name,2009 [YR2009],96.5,92.3,99,20.79,18.42,19.23,99.39,99.39,,,1107.32,4.22,241000,0.51,-308629890.1,60094978000,48.5,58838676000,71199413267,98.73,24.6,47.66,80.64,60.22,39.1,92,96.83,1.03,,,,62.5,1.99,7.3,2.6,1.63,23.85,25.35,13200000,89.82,,,
Country Name,2010 [YR2010],97.5,93.7,99.7,16.12,17.04,14.42,99.7,99.7,,,1139.59,3.93,221000,0.24,-165893320.4,68151329000,48.8,67123852000,74514328978,100.81,29.03,44.69,79.61,58.99,38.6,92,101.97,1.02,,159,10.61,62.69,1.97,5.7,1.9,1.47,28.21,29.88,14800000,98.61,,,
Country Name,2011 [YR2011],96.9,91.9,99.8,15.49,16.62,12.44,99.76,99.76,,,1212.52,3.61,659000,0.82,-646084358.7,78986648000,45.9,77743317000,80752612064,97.81,31.37,41.75,79.56,57.1,38.4,92,105.23,1.02,,211,13.85,62.85,1.9,4.7,1.7,4.3,30.79,31.97,15300000,100.62,,,
Country Name,2012 [YR2012],97.2,93.1,99.6,16.05,14.77,12.93,99.77,99.77,,,1276.23,4,844000,0.65,-567417300.9,87735048000,46.1,86468104000,85587745985,97.34,35.14,43,79.89,57.64,38.8,92,105.3,1.03,39.25,371,23.96,62.99,1.82,4.5,1.5,5.42,34.15,36.16,16500000,106.28,,,
Country Name,2013 [YR2013],98,95.4,99.5,17.09,12.54,13.84,99.62,99.62,,,1328.06,3.44,1060000,0.75,-727081206.3,96570334000,46.9,95224218000,91808206347,98.68,40.28,41.11,79.29,57.61,38.96,93,104.19,1.02,39.77,482,30.66,63.13,1.75,3.2,1,6.7,39.19,41.39,16600000,105.74,,,
Country Name,2014 [YR2014],99,97.5,99.8,17.55,9.68,14.17,95.51,95.51,,,1375.86,3.36,1320000,0.75,-772389946.1,1.03E+11,45,1.01E+11,95587968334,98.72,45.59,40.15,78.43,57.76,38.38,94,105.81,1.02,,665,41.67,63.26,1.7,2.6,0.8,8.23,44.62,46.59,16600000,104.06,,,
Country Name,2015 [YR2015],98.8,97,99.9,18.93,7.43,15.69,98.73,98.73,,,,3.25,1490000,1.36,-1322701337,97209558000,46,95498179000,95498179000,102.32,48.94,42.78,80.41,61.04,39.83,94,99.28,1.02,44.54,1319,81.44,63.4,1.7,3.4,1.2,9.15,48.49,49.41,12900000,79.92,,,
Country Name,2016 [YR2016],98.7,96.8,99.8,22.75,9.22,20.11,98.29,98.29,,,,3.3,1610000,0.78,-764176868.1,97671433000,45,95856552000,94964575735,99.46,54.06,44.81,80.74,63.11,41.25,94,96.73,1.02,,1988,120.93,63.53,1.71,3.6,1.2,9.75,53.54,54.6,13900000,84.44,,,
Country Name,2017 [YR2017],99.2,97.8,100,21.5,8.36,19.29,,,,,,3.15,1780000,0.6,-630838412.3,1.04E+11,44.7,1.02E+11,1.00E+11,100.65,55.8,45.24,80.65,63.64,41.52,93,98.94,1.02,,3524,211.06,63.67,1.77,3.2,1,10.61,,,14700000,87.75,,,
Country Name,2018 [YR2018],98.7,96.9,99.7,21.17,5.89,19.33,99.95,99.95,,,,3,1950000,1.29,-1389282763,1.07E+11,45.4,1.05E+11,1.01E+11,100.92,57.5,44,79.38,62.07,41.16,,98.38,1.02,47.33,4538,266.7,63.82,2.13,3.3,1,11.46,,,15800000,92.7,,,
Country Name,2019 [YR2019],99.1,97.8,99.8,19.39,7.24,17.72,100,100,91.25,97.3,,2.83,2090000,0.91,-979383496.2,1.08E+11,45.7,1.05E+11,1.01E+11,99.99,59.2,43.96,78.32,61.37,41.4,,95.77,1.02,47.26,5448,314.12,63.99,2.17,3.6,1.1,12.07,,,15900000,91.41,,,
Country Name,2008 [YR2008],99.8,99.7,99.9,32.49,20.42,27.2,,,,,1396.75,15.03,770000,5.83,-7574400000,1.63E+11,31.1,1.64E+11,2.64E+11,105.59,18.01,35.49,76.23,24.97,22.86,,,,28.99,,,43.06,1.91,2.9,0.4,0.9,,,41300000,49.24,,,
Country Name,2009 [YR2009],98.9,98.4,99.5,30.5,16.79,24.13,,,,,1458.75,15.13,1080000,3.55,-6140400000,1.89E+11,,1.89E+11,2.75E+11,106.64,20,35.35,76.45,27,23.75,,89.19,0.98,29.61,,,43.04,1.91,,,1.23,,,55400000,64.74,,,
Country Name,2010 [YR2010],99.4,99.1,99.7,29.96,12.27,20.65,,,,,1494.92,14.74,1450000,2.92,-5210100000,2.19E+11,30.2,2.15E+11,2.83E+11,105.24,21.6,34.74,77.44,28.33,23.32,72,90.42,0.97,30.51,205,2.35,43.02,1.98,1,0.1,1.63,,,70700000,80.98,,,
Country Name,2011 [YR2011],99.4,99.2,99.7,27.58,9.72,22.39,,,,,1597.54,15.71,1850000,-0.2,1108200000,2.36E+11,,2.30E+11,2.86E+11,104.12,25.6,33.48,77.23,26.75,22.9,,,0.97,25.87,252,2.83,43,2.16,,,2.03,,,83400000,93.53,,,
Country Name,2012 [YR2012],99.7,99.8,99.5,28.22,10.72,24.1,,,,,1596.46,15.68,2290000,1,-2586600000,2.79E+11,28.3,2.73E+11,2.93E+11,107.92,26.4,33.57,77.01,27.22,23.01,74,,0.99,26.46,437,4.79,42.95,2.14,0.9,0.1,2.46,,,96800000,106.09,,,
Country Name,2013 [YR2013],99.9,99.9,99.9,28.99,12.13,21.32,,,,,1595.17,12.56,2680000,1.45,-3891200000,2.88E+11,,2.81E+11,2.99E+11,106.34,29.4,34.46,76.84,27.53,23.55,72,92.02,0.99,28.52,563,6.03,42.89,2.19,,,2.81,26.35,32.33,99700000,106.78,,,
Country Name,2014 [YR2014],99.8,99.7,99.9,25.55,14.87,22.42,,,,,1592.22,13.72,3070000,1.51,-4359500000,3.06E+11,,2.98E+11,3.08E+11,108.43,33.89,33.79,75.06,27.8,23.87,,,1,29.17,725,7.58,42.84,2.22,,,3.15,31.09,36.6,95300000,99.71,,,
Country Name,2015 [YR2015],99.3,99.4,99.1,29.53,10.55,26.18,,,,,,11.95,3830000,2.1,-6743500000,3.29E+11,31.8,3.24E+11,3.24E+11,108.48,37.82,32.03,75.83,29.45,24.08,,,,32.81,975,9.98,42.79,2.08,0.9,0.1,3.84,34.78,40.8,94000000,96.21,,,
Country Name,2016 [YR2016],100,100,100,24.85,15.48,20.97,,,,,,10.42,4470000,2.44,-7900200000,3.32E+11,,3.28E+11,3.39E+11,109.56,41.25,31.36,77.64,26.64,24.52,,88.03,0.99,31.93,1388,13.91,42.73,1.96,,,4.4,38.21,44.17,97800000,98,,,
Country Name,2017 [YR2017],100,100,100,36.18,9.97,29.28,,95.3,,,,11.36,5230000,2.98,-7209700000,2.48E+11,31.5,2.44E+11,3.52E+11,112.8,44.95,28.96,75.79,25.08,24.47,71,87.42,0.99,33.16,3490,34.29,42.71,1.93,2.5,0.4,5.05,39.84,49.96,103000000,101.15,,,
Country Name,2018 [YR2018],100,100,100,31.41,9.2,28.09,,,,,,12.36,6620000,3.1,-7817811000,2.63E+11,,2.56E+11,3.68E+11,109.94,46.92,24.46,70.1,27.42,21.1,,90.62,1,36.72,3456,33.31,42.7,1.9,,,6.27,41.28,52.43,93800000,90.4,,,
Country Name,2019 [YR2019],100,100,100,32.35,9.21,29.77,,,,,,9.39,7570000,2.83,-8605068000,3.19E+11,31.9,3.08E+11,3.84E+11,107.84,57.28,22.8,,38.67,18.65,,92.85,1,,3547,33.58,42.73,1.85,1.5,0.3,7.04,52.99,61.54,95300000,90.27,,,
Country Name,2008 [YR2008],91,81.4,96.5,19.83,45.15,17.74,94.42,86.98,,89.52,864.69,4.46,123000,5.02,-823620000,17986890000,46.9,17597840000,20180507861,127.18,10.08,,,,40.78,84,92.49,0.98,25.46,,,63.68,1.83,7.7,2,2.05,9.28,11.01,6950000,114.54,,,
Country Name,2009 [YR2009],91.1,81.1,96.6,21.81,48.24,19.21,,,,,855.33,4.27,149000,2.09,-365770000,17601620000,45.8,17045650000,19550020108,118.17,12.11,50.44,,,41.06,84,95.38,0.97,25.83,,,64.57,1.77,7.4,2,2.47,11.23,13.13,7570000,124.22,,,
Country Name,2010 [YR2010],91.6,81.6,96.9,25.52,50.43,22.32,,,,,866.86,4.11,175000,-0.61,225565382.1,18447920000,43.5,17909710000,20028654462,119.64,15.9,47.53,88.49,59.77,41.34,84,97.52,0.97,26.21,84,13.74,65.45,1.73,6.3,1.6,2.89,12.32,13.6,7700000,125.95,,,
Country Name,2011 [YR2011],92.6,83.4,97.2,25.68,47.41,23.45,,,92.35,89.75,891.1,3.74,206000,0.6,-218429105.5,20283780000,42.3,19665540000,20765999412,121.31,18.9,47.77,86.66,60.28,41.12,85,98.54,0.96,27.2,99,16.13,66.33,1.71,5.3,1.2,3.38,15.98,18.03,8320000,135.5,,,
Country Name,2012 [YR2012],93.7,85.2,97.8,23.19,41.82,21.22,95.05,86.41,99.03,91.36,927.08,4.23,242000,2.01,-466020667.4,21386150000,41.8,20515590000,21135631711,120.51,20.32,48.19,86.05,60.86,41.49,,96.86,0.96,27.95,139,22.56,67.19,1.68,4.6,1.1,3.96,18.83,22.03,8650000,140.38,,,
Country Name,2013 [YR2013],95,89.3,97.8,23.83,40.84,21.68,,,,,971.44,4.29,284000,1.11,-179106499.2,21990960000,43.4,21000760000,21502029240,121,23.11,47.54,88.69,60.39,42.09,87,95.1,0.97,28.11,175,28.29,68.04,1.65,3.6,0.9,4.63,21.37,25.1,8990000,145.37,,,
Country Name,2014 [YR2014],95.1,89.2,97.8,22.63,35.54,20.56,,,,,949.99,4.18,319000,2.24,-306446449.3,22593470000,41.6,21558030000,21860168289,119,24.76,46.31,87.39,59.86,41.64,,94.17,0.98,27.37,216,34.79,68.87,1.61,3.4,0.8,5.17,23.21,26.56,9190000,148.05,,,
Country Name,2015 [YR2015],95.4,89.4,98,21.78,42.46,19.28,95.34,88.81,98.68,93.78,,4.42,353000,2.11,-396350024,23438240000,40.6,22346390000,22346390000,117.59,26.8,45.72,84.2,58.85,41.24,88,92.78,,27.21,286,45.9,69.7,1.54,2.3,0.5,5.71,25.61,28.16,9330000,149.8,,,
Country Name,2016 [YR2016],96,90.3,98.4,23.56,44.89,22.4,94.24,89.17,98.92,92.98,,4.04,395000,1.98,-347852921.6,24191430000,40,22945050000,22782231786,115.9,29,46.2,84.35,59.35,41.48,88,92.14,,27.01,331,52.96,70.5,1.45,2.6,0.6,6.38,,,9640000,154.18,,,
Country Name,2017 [YR2017],96.8,91.3,99,23.47,41.65,22.61,93.3,87.75,98.08,91.95,,4.29,451000,2.02,-888844522.3,24979190000,38,23591570000,23204689412,116.25,33.82,46.59,82.34,59.18,41.06,88,91.61,,27.47,393,62.71,71.28,1.35,2.2,0.5,7.26,32.7,35.12,9480000,151.25,,,
Country Name,2018 [YR2018],97,92.6,98.7,21.82,42.32,20.84,95.15,88.24,99.11,93.3,,4.55,492000,1.59,-826046956.7,26020850000,38.6,24550760000,23754613791,117.76,43.8,46.33,85.49,58.31,41.04,89,89.76,,28.03,582,92.73,72.02,1.2,1.8,0.4,7.91,,,9430000,150.3,,,
Country Name,2019 [YR2019],97.4,93.6,98.8,20.95,39.03,19.78,95.63,90.06,97.55,94.09,,4.53,525000,2.59,-635763348.4,26881140000,38.8,25540040000,24497266341,116.13,50.49,47.3,82.69,59.88,41.2,89,,,28.37,608,96.81,72.75,1.06,1.4,0.3,8.44,48.87,52.38,10400000,165.55,,,
Country Name,2008 [YR2008],65.2,18.9,92.7,,,,,,,,,9.7,180,-4.02,,19749893536,,14636832123,9205520953,50.24,1.82,,,,42.77,,31.55,,,,,62.75,7.41,,,0.02,,,180000,18.09,,,
Country Name,2009 [YR2009],65.4,16.2,92.6,,,,,,,,,9.67,180,10.89,,15027795173,,9938850407,9682174818,73.53,2.13,,,,42.75,,34.01,,,,,64.36,7.32,,,0.02,,,200000,19.16,,,
Country Name,2010 [YR2010],66.1,13.8,93.2,,,,,,,,,9.66,1190,16.76,,16314443436,,9578455863,7434954237,73.15,6,,,,42.75,94.37,36.45,,,0,0,65.94,7.18,,,0.1,,,399290,36.48,,,
Country Name,2011 [YR2011],66.1,10.1,93.1,,,,,,,,,9.65,1350,9.25,,21357343669,,13819219548,8021256342,64.19,11.5,,,,42.65,,36.34,,,1,0.87,67.49,6.79,,,0.11,,,478860,41.84,,,
Country Name,2012 [YR2012],65.7,6.8,92.2,,,,,,,,,9.62,1480,4.4,,22388344144,,14844232072,8975134969,72.87,13.94,,,,42.51,,38.79,,,0,0,69,6.41,,,0.11,,,501077,41.98,,,
Country Name,2013 [YR2013],65.9,6.2,92,,,,,,,,,9.53,3520,2.66,,21948834284,,15003861970,9079112824,71.59,16.4,,,,42.39,,,,,1,0.8,69.54,4.91,,,0.26,,,510783,41.06,,,
Country Name,2014 [YR2014],66,5.5,91.8,,,,,,,,,9.47,3880,0.77,,21765453082,,14796386736,9273192278,72.45,18.86,,,,42.28,,,,,3,2.32,70.08,4.81,,,0.28,,,516540,39.88,,,
Country Name,2015 [YR2015],66.1,4.8,91.7,,,,,,,,,9.32,3800,9.01,,13185496881,,9945017698,9945017698,85.56,21.32,,,,42.19,,39.06,,,4,2.97,70.62,4.68,,,0.26,,,533336,39.6,,,
Country Name,2016 [YR2016],66.2,4.1,91.4,,,,,,,,,9.18,3380,15.62,,11240808848,,8709938328,9419684455,89.78,23.78,,,,42.06,,,,,7,5,71.14,4.52,,,0.22,,,575650,41.15,,,
Country Name,2017 [YR2017],66.4,3.5,91.2,,,,,,,,,9.1,1900,3.15,,12200913879,,8983531110,8362924631,84.7,26.24,,,,42,,,,,0,0,71.65,4.35,,,0.12,,,566113,39.02,,,
Country Name,2018 [YR2018],66.5,2.9,91,,,,,,,,,9,1620,-1.1,,13097012134,,10026980386,7934196035,84.42,,,,,41.97,,,,6.16,13,8.65,72.14,4.17,,,0.1,,,591223,39.36,,,
Country Name,2019 [YR2019],66.6,2.4,90.8,,,,,,,,,8.87,1000,7.23,,11364133550,,8329916826,7334332661,92.62,49.13,,,,41.98,,,,5.37,27,17.39,72.63,4,,,0.06,,,617000,39.73,,,
Country Name,2008 [YR2008],37.8,17.2,77.7,,,,,,,,80.51,2.02,44,2.83,,1380188800,,1368434686,,121.7,0.47,,,,47.87,65,63.71,0.78,,,,34,5.62,,,0,,,108631,3.61,,,
Country Name,2009 [YR2009],38.9,18.5,77.6,,,,,,,,84.31,2.02,70,4.9,,1856695551,,1840533600,,118.91,0.54,,,,47.77,,67.5,0.78,3.45,,,34.59,4.27,,,0,,,141130,4.58,,,
Country Name,2010 [YR2010],40.1,19.8,77.5,,,,,,,,86.41,2.03,118,5.73,,1589515447,,1569887473,,157.9,0.61,,,,47.67,,58.15,0.81,4.12,1,0.32,35.18,3.74,,,0,,,185275,5.89,,,
Country Name,2011 [YR2011],41.2,21.1,77.3,,,,,,,,89.48,2.04,141,1.89,,2065001626,,2041455161,,137.41,0.7,,,,47.52,,57.88,0.81,,1,0.31,35.77,3.56,,,0,,,241939,7.54,,,
Country Name,2012 [YR2012],42.3,22.4,77.2,,,,,,,,92.85,2.05,185,,,,,,,,0.8,,,,47.36,,54.73,0.82,,0,0,36.37,3.06,,,0.01,,,305283,9.39,,,
Country Name,2013 [YR2013],43.5,23.8,77.1,,,,,,,,94.65,2.05,146,,,,,,,,0.9,,,,47.15,,53.57,0.94,,0,0,36.98,2.99,,,0,,,354844,10.76,,,
Country Name,2014 [YR2014],44.6,25.1,77,,,,,,,,96.29,2.07,200,,,,,,,,0.99,,,,47.17,,56.92,0.84,3.89,,,37.59,2.46,,,0.01,,,417400,12.56,,,
Country Name,2015 [YR2015],45.8,26.6,76.8,,,,,,,,,2.07,500,,,,,,,,1.08,,,,46.94,,57.43,0.86,3.31,0,0,38.21,2.12,,,0.02,,,475000,14.22,,,
Country Name,2016 [YR2016],46.9,28,76.7,,,,,,,,,2.06,600,,,,,,,,1.18,,,,46.99,,,,3.01,0,0,38.83,2.37,,,0.02,,,506000,15.04,,,
Country Name,2017 [YR2017],48,29.5,76.5,,,,,,,,,2.05,1000,,,,,,,,2.5,,,,46.92,,63.71,0.87,,0,0,39.45,2.53,,,0.03,,,695000,20.46,,,
Country Name,2018 [YR2018],49.1,31,76.3,,,,,,,,,2.04,,,,,,,,,5.3,,,,46.95,76.57,62.93,0.88,,1,0.29,40.08,3,,,,,,,,,,
Country Name,2019 [YR2019],50.3,32.5,76.1,,,,,,,,,2.04,3000,,,,,,,,11.2,,,,46.96,,59.46,0.88,,3,0.86,40.71,3.1,,,0.09,,,1310000,37.47,,,
Country Name,2008 [YR2008],100,100,100,38.18,38.18,37.34,,,,,6364.57,2.79,295000,8.12,-687425319.1,24341678629,31.9,23069137249,20131216023,103.38,70.58,40.84,80.37,34.31,48.78,,102.19,1.01,67.84,,,68.35,-0.46,0.4,0.2,22.04,70.36,70.83,1620000,121.5,,,
Country Name,2009 [YR2009],100,100,100,42.49,37.03,41.7,,,,,5975.95,2.95,314000,9.51,-503313255.7,19633031398,31.4,19034731870,17791916826,94.89,72.5,39.04,80.52,33.69,49,,100.27,1.01,67.85,,,68.22,-0.38,0.6,0.2,23.5,72.66,72.01,1570000,117.68,,,
Country Name,2010 [YR2010],100,100,100,42.07,34.44,41.5,,,,,6506.32,3,348000,13.28,-1350833077,19523477326,32,18473734528,17733080467,93.58,74.1,37.77,79.76,33.34,49.48,,100.99,0.99,68.71,713,535.5,68.09,-0.42,0.8,0.4,26.13,75.33,75.03,1650000,124.13,,,
Country Name,2011 [YR2011],100,100,100,41.12,36.06,40.6,,,,,6314.41,3.05,349000,4.82,-2490397606,23213994093,32.5,22028387855,19247935030,94.18,76.5,40.04,79.27,36.87,49.27,100,99.75,0.99,71.02,970,730.73,67.97,-0.49,1,0.5,26.29,77.23,75.68,1810000,136.06,,,
Country Name,2012 [YR2012],100,100,100,39.95,37.1,39.43,,,,,6689.37,3.15,350000,7.76,-505876815.4,23019150071,32.9,22063932820,20111868338,98.34,78.39,40.78,80.6,35.98,49.01,,99.69,0.99,72.94,1661,1255.77,67.97,-0.34,0.7,0.4,26.43,77.19,78.67,2000000,151.19,,,
Country Name,2013 [YR2013],100,100,100,39.49,38.68,39.15,86,86,91.92,86.61,6664.66,3.26,361000,4.37,-246699019.4,25115753366,35.1,24507230930,20982923608,97.32,80,39.81,80.4,36.66,48.93,,96.88,0.99,75.45,2127,1613.81,68.12,-0.14,0.9,0.6,27.39,79.17,80.94,1930000,146.24,,,
Country Name,2014 [YR2014],100,100,100,38.43,38.59,38.07,92.7,88.64,94.81,90.73,6732.37,3.34,371000,6.69,-645747876.5,26634083965,34.6,25876006877,21774906114,96.51,84.24,39.2,79.86,40.42,48.34,,98.34,0.99,76.2,2885,2194.68,68.27,-0.05,0.8,0.5,28.23,83.81,84.71,1900000,144.35,,,
Country Name,2015 [YR2015],100,100,100,37.76,40.47,37.36,94.08,89.41,89.25,91.63,,3.46,390000,-3.13,140346638.4,22890762090,32.7,22387751107,22387751107,96.07,88.41,40.85,81.22,40.7,48.65,,97.09,1,74.58,4105,3120.71,68.42,0.28,0.6,0.4,29.69,87.43,89.48,1900000,144.79,,,
Country Name,2016 [YR2016],100,100,100,38.52,43.65,38.09,91.72,93.43,95.88,92.94,,3.57,414000,3.85,-560729295,24072829277,31.2,23537298482,23279953693,96.39,87.24,42.39,81.15,42.58,48.39,,97.94,1,73.03,14193,10786.68,68.56,0.24,0.5,0.3,31.5,87.35,87.11,1900000,144.23,,,
Country Name,2017 [YR2017],100,100,100,38.3,44.88,37.91,89.99,92.65,91.24,90.95,,3.66,428000,6.45,-1085198793,26924385103,30.4,26262150182,24543223990,95.94,88.1,44.01,81.99,44.76,48.29,,96.38,1.01,72.14,38377,29131.22,68.72,0.35,0.3,0.2,32.52,88.3,87.89,1900000,144.54,,,
Country Name,2018 [YR2018],100,100,100,39.43,46.43,39.1,89.6,89.83,82.15,87.86,,3.78,441000,4.02,-1459135847,30624720196,30.3,29976050227,25771342699,97.27,89.36,46.22,81.65,46.01,48.3,,96.6,1.02,72.07,64636,48893.44,68.88,0.58,0.2,0.2,33.37,89.25,89.47,1920000,145.52,,,
Country Name,2019 [YR2019],100,100,100,39.96,48.67,39.6,86.4,89.18,88.16,88.1,,3.89,449000,9.81,-1190231246,31290453294,30.8,30681549838,26975296217,95.94,90.23,43.43,82.14,42.29,48.49,,97.28,1.02,72.71,110548,83313.11,69.05,0.62,0.6,0.3,33.85,89.86,90.62,1950000,147.02,,,
Country Name,2008 [YR2008],42.6,35.5,68,63.06,77.61,61.77,,,,,,1.94,772,3.21,-113670312.4,3294084314,,3288884309,3339243821,107.96,6.85,,,,47.31,,,,,,,22.05,1.52,,,0.07,,,531643,48.78,,,
Country Name,2009 [YR2009],38.6,28.9,72.6,49.9,66.04,47.74,,,,,,1.97,1500,1.84,-58689385.68,3580428053,51.4,3504876409,3324079716,109.2,8.94,,,,47.2,,80.3,0.91,,,,22.26,1.44,49.3,20.9,0.14,,,664432,60.69,,,
Country Name,2010 [YR2010],45.6,39.8,65.4,75.13,55.32,74.39,,,,,,2.01,3660,3.06,-131753962,4438765086,,4212614315,3344403611,110.54,11.04,,,,47.08,83.1,85.65,0.91,,5,4.55,22.48,1.43,,,0.33,,,725802,65.99,,,
Country Name,2011 [YR2011],51.2,44.7,73.2,55.62,72.65,54.5,,,,,,2.05,8020,2.05,-98310781.81,4820478680,,4528146052,3386252469,110.81,18.13,,,,47,,85.9,0.9,6.76,7,6.33,22.7,1.47,,,0.72,,,766540,69.35,,,
Country Name,2012 [YR2012],54.3,48.2,74.9,47.24,57.34,41.82,,,,,,2.08,3430,0.54,-34740787.04,4886551484,,4571223253,3548407677,103.17,20.78,,,,46.96,,85.25,0.91,,9,8.1,22.85,1.2,,,0.31,,,805000,72.43,,,
Country Name,2013 [YR2013],57.5,51.8,76.7,60.23,53.1,52.94,,,,,,2.12,4200,1.78,-86675374.5,4597552982,,4400179046,3771905044,101.61,24.7,,,,46.94,,86.98,0.92,6.18,11,9.84,23,1.27,,,0.37,,,893000,79.85,,,
Country Name,2014 [YR2014],65,59.3,84,59.43,62.22,50.41,98.38,89.87,99.47,95.5,,2.15,5100,0.58,-25253691.83,4422986272,,4235855029,3807048026,101.54,25,,,,46.91,,86.5,0.93,,21,18.65,23.15,1.32,,,0.45,,,916800,81.43,,,
